InstanceID;DescriptorId;Modules;_ShortDatabaseName;ClassNameForDebug;StickToGround;ManageUnitOrientation;HitRollSizeModifier;DeathExplosionAmmo;IconeType;PositionInMenu;NameInMenuToken;AliasName;Category;AcknowUnitType;TypeForAcknow;Nationalite;MotherCountry;ProductionYear;MaxPacks;Factory;ProductionPrice;MaxDeployableAmount;ShowInMenu;ProductionTime;CoutEtoile;TextureForInterface;TextureTransportForInterface;TextureMotherCountryForInterface;UnitTypeTokens;UnitMovingType;VitesseCombat;UpgradeRequire;IsPrototype;Key;HitRollECMModifier;
12852;00000000-0000-0000-0000-0000e8030000;Collection[25];Descriptor_Unit_152mm_SpGH_Dana;Unit_152mm_SpGH_Dana;True;True;0,05;89 : 14535 (True) - TAmmunition;2;4;8E14D59D2C0F8600;DANA;3;32;119;1;TCH;1977;2;13;Collection[5];Collection[5];Collection[5];10;2;78 : 14536 (True) - TUIResourceTexture;78 : 14537 (True) - TUIResourceTexture;Typeface3D_TitleMono_CompensatePostProcess;Collection[2];3;4160;null;null;null;null
12853;00000000-0000-0000-0000-0000e9030000;Collection[27];Descriptor_Unit_2K12_Kub;Unit_2K12_Kub;True;True;0,05;89 : 14553 (True) - TAmmunition;3;12;A75E0D4235000000;RZP KUB-M;5;30;123;1;POL;1976;2;13;Collection[5];Collection[5];Collection[5];10;3;78 : 14554 (True) - TUIResourceTexture;null;Zoom123;Collection[3];5;2340;null;null;null;null
12854;00000000-0000-0000-0000-0000ea030000;Collection[25];Descriptor_Unit_2K22M_Tunguska_M;Unit_2K22M_Tunguska_M;True;True;null;89 : 14535 (True) - TAmmunition;3;12;3A3BEBDE350CD500;2K22 TUNGUSKA-M;5;31;123;1;URSS;1986;2;13;Collection[5];Collection[5];Collection[5];10;3;78 : 14563 (True) - TUIResourceTexture;null;MaterialInterface2D_Blend;Collection[3];5;3120;81 : 12855 (True) - TUniteAuSolDescriptor;null;null;null
12855;00000000-0000-0000-0000-0000eb030000;Collection[25];Descriptor_Unit_2K22_Tunguska;Unit_2K22_Tunguska;True;True;null;89 : 14535 (True) - TAmmunition;3;11;B8CECEBA370CD500;2K22 TUNGUSKA;5;31;123;1;URSS;1982;2;13;Collection[5];Collection[5];Collection[5];10;2;78 : 14568 (True) - TUIResourceTexture;null;MaterialInterface2D_Blend;Collection[3];5;3120;81 : 13998 (True) - TUniteAuSolDescriptor;null;null;null
12856;00000000-0000-0000-0000-0000ec030000;Collection[25];Descriptor_Unit_2S15_Norov;Unit_2S15_Norov;True;True;null;89 : 14535 (True) - TAmmunition;1;10;3B7DD39821740300;2S15 NOROV;3;22;101;1;URSS;1980;1;8;Collection[5];Collection[5];Collection[5];10;1;78 : 14580 (True) - TUIResourceTexture;null;MaterialInterface2D_Blend;Collection[3];8;3120;81 : 13706 (True) - TUniteAuSolDescriptor;True;null;null
12857;00000000-0000-0000-0000-0000ed030000;Collection[25];Descriptor_Unit_2S19_MstaS;Unit_2S19_MstaS;True;True;0,05;89 : 14535 (True) - TAmmunition;2;22;9D99E39722740300;2S19 MSTA-S;3;32;119;1;URSS;1989;2;13;Collection[5];Collection[5];Collection[5];10;1;78 : 14588 (True) - TUIResourceTexture;null;MaterialInterface2D_Blend;Collection[1];5;3120;81 : 12861 (True) - TUniteAuSolDescriptor;null;null;null
12858;00000000-0000-0000-0000-0000ee030000;Collection[25];Descriptor_Unit_2S1_Gozdzik;Unit_2S1_Gozdzik;True;True;null;89 : 14535 (True) - TAmmunition;2;21;B0FBA73F1D09DD00;2S1 GOZDZIK;3;32;119;1;POL;1974;2;13;Collection[5];Collection[5];Collection[5];10;2;78 : 14594 (True) - TUIResourceTexture;78 : 14537 (True) - TUIResourceTexture;Zoom123;Collection[4];8;3120;null;null;null;null
12859;00000000-0000-0000-0000-0000ef030000;Collection[25];Descriptor_Unit_2S1_Gvozdika;Unit_2S1_Gvozdika;True;True;null;89 : 14535 (True) - TAmmunition;2;21;B09BFEF41E09DD00;2S1 GVOZDIKA;3;32;119;1;URSS;1971;2;13;Collection[5];Collection[5];Collection[5];10;2;78 : 14599 (True) - TUIResourceTexture;78 : 14537 (True) - TUIResourceTexture;MaterialInterface2D_Blend;Collection[4];8;3120;null;null;null;null
12860;00000000-0000-0000-0000-0000f0030000;Collection[25];Descriptor_Unit_2S23_Nona_SVK;Unit_2S23_Nona_SVK;True;True;null;89 : 14535 (True) - TAmmunition;2;21;E64C63C4D00D0000;2S23 NONA-SVK;3;32;119;1;URSS;1990;2;13;Collection[5];Collection[5];Collection[5];10;2;78 : 14607 (True) - TUIResourceTexture;78 : 14537 (True) - TUIResourceTexture;MaterialInterface2D_Blend;Collection[4];7;4160;81 : 12866 (True) - TUniteAuSolDescriptor;null;null;null
12861;00000000-0000-0000-0000-0000f1030000;Collection[25];Descriptor_Unit_2S3M_Akatsiya;Unit_2S3M_Akatsiya;True;True;0,05;89 : 14535 (True) - TAmmunition;2;21;2E9E9BF07211DD00;2S3M AKATSIYA;3;32;119;1;URSS;1975;2;13;Collection[5];Collection[5];Collection[5];10;2;78 : 14613 (True) - TUIResourceTexture;null;MaterialInterface2D_Blend;Collection[3];5;2600;81 : 12862 (True) - TUniteAuSolDescriptor;null;null;null
