1,81,12867
2,81,12868
3,81,12878
4,81,12881
5,81,12882
6,81,12883
7,81,12884
8,81,12885
9,81,12886
10,81,12887
11,81,12888
12,81,12889
13,81,12890
14,81,12891
15,81,12892
16,81,12893
17,81,12894
18,81,12895
19,81,12896
20,81,12897
21,81,12898
22,81,12901
23,81,12902
24,81,12903
25,81,12904
26,81,12905
27,81,12906
28,81,12907
29,81,12908
30,81,12909
31,81,12911
32,81,12912
33,81,12913
34,81,12914
35,81,12915
36,81,12916
37,81,12917
38,81,12918
39,81,12921
40,81,12922
41,81,12924
42,81,12925
43,81,12927
44,81,12928
45,81,12929
46,81,12930
47,81,12931
48,81,12932
49,81,12934
50,81,12936
51,81,13023
52,81,13026
53,81,13027
54,81,13028
55,81,13031
56,81,13032
57,81,13033
58,81,13034
59,81,13035
60,81,13036
61,81,13037
62,81,13038
63,81,13039
64,81,13040
65,81,13041
66,81,13042
67,81,13043
68,81,13044
69,81,13045
70,81,13062
71,81,13065
72,81,13066
73,81,13068
74,81,13069
75,81,13070
76,81,13071
77,81,13072
78,81,13073
79,81,13074
80,81,13075
81,81,13076
82,81,13082
83,81,13083
84,81,13084
85,81,13091
86,81,13092
87,81,13093
88,81,13094
89,81,13095
90,81,13096
91,81,13097
92,81,13098
93,81,13099
94,81,13100
95,81,13101
96,81,13102
97,81,13103
98,81,13104
99,81,13105
100,81,13106
101,81,13107
102,81,13108
103,81,13109
104,81,13110
105,81,13115
106,81,13118
107,81,13121
108,81,13124
109,81,13126
110,81,13130
111,81,13133
112,81,13134
113,81,13135
114,81,13136
115,81,13137
116,81,13138
117,81,13139
118,81,13140
119,81,13141
120,81,13142
121,81,13143
122,81,13144
123,81,13145
124,81,13146
125,81,13147
126,81,13149
127,81,13150
128,81,13151
129,81,13152
130,81,13153
131,81,13154
132,81,13155
133,81,13158
134,81,13161
135,81,13162
136,81,13163
137,81,13164
138,81,13165
139,81,13166
140,81,13175
141,81,13176
142,81,13177
143,81,13180
144,81,13182
145,81,13184
146,81,13188
147,81,13189
148,81,13192
149,81,13193
150,81,13196
151,81,13200
152,81,13201
153,81,13202
154,81,13203
155,81,13204
156,81,13206
157,81,13209
158,81,13210
159,81,13212
160,81,13215
161,81,13216
162,81,13217
163,81,13221
164,81,13223
165,81,13224
166,81,13225
167,81,13226
168,81,13227
169,81,13228
170,81,13229
171,81,13230
172,81,13231
173,81,13232
174,81,13233
175,81,13235
176,81,13236
177,81,13237
178,81,13238
179,81,13239
180,81,13240
181,81,13241
182,81,13242
183,81,13243
184,81,13245
185,81,13246
186,81,13247
187,81,13248
188,81,13249
189,81,13250
190,81,13253
191,81,13254
192,81,13255
193,81,13256
194,81,13257
195,81,13258
196,81,13259
197,81,13260
198,81,13261
199,81,13262
200,81,13263
201,81,13264
202,81,13265
203,81,13266
204,81,13267
205,81,13268
206,81,13270
207,81,13273
208,81,13274
209,81,13277
210,81,13293
211,81,13295
212,81,13296
213,81,13297
214,81,13298
215,81,13299
216,81,13300
217,81,13301
218,81,13302
219,81,13303
220,81,13306
221,81,13307
222,81,13308
223,81,13309
224,81,13310
225,81,13311
226,81,13312
227,81,13314
228,81,13315
229,81,13317
230,81,13318
231,81,13319
232,81,13320
233,81,13321
234,81,13322
235,81,13323
236,81,13324
237,81,13325
238,81,13328
239,81,13329
240,81,13330
241,81,13331
242,81,13332
243,81,13333
244,81,13334
245,81,13335
246,81,13339
247,81,13340
248,81,13341
249,81,13342
250,81,13343
251,81,13344
252,81,13345
253,81,13346
254,81,13347
255,81,13350
256,81,13351
257,81,13352
258,81,13353
259,81,13354
260,81,13355
261,81,13356
262,81,13357
263,81,13358
264,81,13359
265,81,13360
266,81,13361
267,81,13363
268,81,13364
269,81,13365
270,81,13366
271,81,13367
272,81,13368
273,81,13369
274,81,13370
275,81,13371
276,81,13372
277,81,13373
278,81,13374
279,81,13375
280,81,13376
281,81,13377
282,81,13378
283,81,13379
284,81,13380
285,81,13381
286,81,13382
287,81,13383
288,81,13384
289,81,13385
290,81,13387
291,81,13388
292,81,13389
293,81,13390
294,81,13391
295,81,13392
296,81,13394
297,81,13395
298,81,13396
299,81,13397
300,81,13398
301,81,13399
302,81,13400
303,81,13401
304,81,13402
305,81,13403
306,81,13404
307,81,13405
308,81,13406
309,81,13407
310,81,13409
311,81,13410
312,81,13411
313,81,13412
314,81,13414
315,81,13415
316,81,13416
317,81,13417
318,81,13418
319,81,13419
320,81,13420
321,81,13421
322,81,13422
323,81,13423
324,81,13424
325,81,13425
326,81,13426
327,81,13427
328,81,13429
329,81,13430
330,81,13431
331,81,13432
332,81,13433
333,81,13434
334,81,13435
335,81,13436
336,81,13437
337,81,13438
338,81,13439
339,81,13440
340,81,13441
341,81,13442
342,81,13443
343,81,13444
344,81,13445
345,81,13446
346,81,13447
347,81,13448
348,81,13449
349,81,13450
350,81,13451
351,81,13452
352,81,13453
353,81,13454
354,81,13455
355,81,13457
356,81,13458
357,81,13459
358,81,13460
359,81,13461
360,81,13462
361,81,13463
362,81,13464
363,81,13465
364,81,13466
365,81,13467
366,81,13468
367,81,13469
368,81,13470
369,81,13471
370,81,13472
371,81,13473
372,81,13474
373,81,13475
374,81,13476
375,81,13477
376,81,13480
377,81,13482
378,81,13483
379,81,13484
380,81,13485
381,81,13486
382,81,13487
383,81,13489
384,81,13490
385,81,13491
386,81,13492
387,81,13493
388,81,13495
389,81,13496
390,81,13497
391,81,13498
392,81,13502
393,81,13504
394,81,13514
395,81,13515
396,81,13516
397,81,13517
398,81,13518
399,81,13520
400,81,13521
401,81,13522
402,81,13547
403,81,13548
404,81,13549
405,81,13550
406,81,13571
407,81,13572
408,81,13576
409,81,13578
410,81,13598
411,81,13599
412,81,13600
413,81,13602
414,81,13603
415,81,13605
416,81,13606
417,81,13607
418,81,13609
419,81,13611
420,81,13612
421,81,13616
422,81,13617
423,81,13618
424,81,13619
425,81,13621
426,81,13622
427,81,13623
428,81,13630
429,81,13632
430,81,13633
431,81,13634
432,81,13635
433,81,13636
434,81,13639
435,81,13642
436,81,13643
437,81,13644
438,81,13645
439,81,13646
440,81,13647
441,81,13648
442,81,13649
443,81,13650
444,81,13651
445,81,13652
446,81,13653
447,81,13654
448,81,13655
449,81,13656
450,81,13657
451,81,13658
452,81,13659
453,81,13661
454,81,13665
455,81,13666
456,81,13667
457,81,13668
458,81,13669
459,81,13670
460,81,13673
461,81,13674
462,81,13675
463,81,13676
464,81,13678
465,81,13707
466,81,13708
467,81,13712
468,81,13716
469,81,13717
470,81,13718
471,81,13721
472,81,13723
473,81,13727
474,81,13732
475,81,13733
476,81,13734
477,81,13736
478,81,13737
479,81,13744
480,81,13745
481,81,13748
482,81,13749
483,81,13754
484,81,13755
485,81,13756
486,81,13757
487,81,13766
488,81,13767
489,81,13768
490,81,13769
491,81,13836
492,81,13838
493,81,13839
494,81,13840
495,81,13846
496,81,13847
497,81,13848
498,81,13849
499,81,13850
500,81,13851
501,81,13852
502,81,13864
503,81,13865
504,81,13876
505,81,13877
506,81,13878
507,81,13879
508,81,13880
509,81,13881
510,81,13882
511,81,13885
512,81,13886
513,81,13903
514,81,13904
515,81,13907
516,81,13908
517,81,13924
518,81,13925
519,81,13938
520,81,13939
521,81,13940
522,81,13942
523,81,13943
524,81,13948
525,81,13949
526,81,13950
527,81,13951
528,81,13952
529,81,13953
530,81,13954
531,81,13955
532,81,13956
533,81,13957
534,81,13958
535,81,13959
536,81,13961
537,81,13962
538,81,13963
539,81,13964
540,81,13973
541,81,13976
542,81,13986
543,81,13987
544,81,14004
545,81,14006
546,81,14007
547,81,14008
548,81,14009
549,81,14010
550,81,14011
551,81,14012
552,81,14013
553,81,14030
554,81,14031
555,81,14032
556,81,14033
557,81,14034
558,81,14035
559,81,14036
560,81,14037
561,81,14038
562,81,14039
563,81,14040
564,81,14041
565,81,14053
566,81,14055
567,81,14056
568,81,14057
569,81,14058
570,81,14059
571,81,14060
572,81,14062
573,81,14063
574,81,14064
575,81,14065
576,81,14069
577,81,14072
578,81,14073
579,81,14074
580,81,14075
581,81,14085
582,81,14088
583,81,14089
584,81,14090
585,81,14091
586,81,14092
587,81,14093
588,81,14094
589,81,14095
590,81,14096
591,81,14097
592,81,14098
593,81,14099
594,81,14100
595,81,14102
596,81,14103
597,81,14104
598,81,14106
599,81,14108
600,81,14109
601,81,14110
602,81,14113
603,81,14114
604,81,14115
605,81,14116
606,81,14117
607,81,14118
608,81,14119
609,81,14120
610,81,14121
611,81,14122
612,81,14124
613,81,14125
614,81,14126
615,81,14127
616,81,14128
617,81,14129
618,81,14130
619,81,14131
620,81,14132
621,81,14133
622,81,14136
623,81,14137
624,81,14138
625,81,14139
626,81,14140
627,81,14141
628,81,14142
629,81,14143
630,81,14146
631,81,14152
632,81,14153
633,81,14154
634,81,14155
635,81,14156
636,81,14157
637,81,14159
638,81,14160
639,81,14161
640,81,14165
641,81,14167
642,81,14168
643,81,14228
644,81,14229
645,81,14230
646,81,14231
647,81,14232
648,81,14233
649,81,14234
650,81,14235
651,81,14236
652,81,14238
653,81,14239
654,81,14241
655,81,14242
656,81,14243
657,81,14244
658,81,14245
659,81,14246
660,81,14247
661,81,14248
662,81,14249
663,81,14250
664,81,14252
665,81,14253
666,81,14256
667,81,14257
668,81,14258
669,81,14259
670,81,14260
671,81,14261
672,81,14262
673,81,14263
674,81,14264
675,81,14265
676,81,14266
677,81,14267
678,81,14268
679,81,14269
680,81,14270
681,81,14271
682,81,14272
683,81,14287
684,81,14288
685,81,14289
686,81,14290
687,81,14291
688,81,14292
689,81,14295
690,81,14296
691,81,14297
692,81,14298
693,81,14299
694,81,14300
695,81,14301
696,81,14303
697,81,14304
698,81,14306
699,81,14307
700,81,14310
701,81,14311
702,81,14312
703,81,14313
704,81,14314
705,81,14315
706,81,14316
707,81,14317
708,81,14319
709,81,14320
710,81,14321
711,81,14322
712,81,14323
713,81,14324
714,81,14325
715,81,14326
716,81,14327
717,81,14329
718,81,14330
719,81,14331
720,81,14332
721,81,14333
722,81,14335
723,81,14337
724,81,14338
725,81,14339
726,81,14340
727,81,14341
728,81,14342
729,81,14344
730,81,14345
731,81,14346
732,81,14347
733,81,14348
734,81,14349
735,81,14350
736,81,14351
737,81,14352
738,81,14353
739,81,14354
740,81,14356
741,81,14360
742,81,14361
743,81,14362
744,81,14363
745,81,14364
746,81,14365
747,81,14368
748,81,14369
749,81,14370
750,81,14371
751,81,14382
752,81,14383
753,81,14384
754,81,14385
755,81,14392
756,81,14430
757,81,14431
758,81,14432
759,81,14433
760,81,14434
761,81,14435
762,81,14436
763,81,14437
764,81,14438
765,81,14444
766,81,14445
767,81,14446
768,81,14447
769,81,14448
770,81,14449
771,81,14450
772,81,14451
773,81,14452
774,81,14453
775,81,14477
776,81,14478
777,81,14479
778,81,14480
779,81,14481
780,81,14482
781,81,14486
782,81,14487
783,81,14488
784,81,14489
785,81,14490
786,81,14491
787,82,14494
788,82,14497
789,82,14498
790,82,14501
791,82,14502
792,82,14505
793,82,14507
794,82,14508
795,81,13116
796,81,13552
797,81,13709
798,81,12899
799,81,12900
800,81,12923
801,81,13128
802,81,13129
803,81,13131
804,81,13935
805,81,13936
